0_Problem_0_71.txt,8.93085,10.0057,9.45965,9.1095,10.0925,9.01557,9.36825,11.5971,10.4337,10.8188,
1_Problem_0_71.txt,39.8423,56.7255,44.4066,60.2803,47.104,27.7816,46.3534,41.9232,47.2738,49.7351,
2_Problem_0_71.txt,10.3637,9.03413,10.6844,11.267,10.7626,11.8955,9.12519,18.7192,12.2587,11.8552,
3_Problem_0_71.txt,11.6242,14.6365,9.56761,11.7383,11.7807,11.0664,11.4961,13.1185,13.0016,10.4914,
0_Problem_0_342.txt,15.9149,13.6195,12.3249,14.4153,14.4333,12.5175,12.3043,13.1814,13.9658,13.6891,
1_Problem_0_342.txt,63.9213,100.883,56.366,49.426,55.6337,75.788,67.0332,71.1652,51.2259,58.475,
2_Problem_0_342.txt,18.5583,15.89,19.7101,19.1508,16.2751,20.7448,17.8276,25.4109,15.5948,20.015,
3_Problem_0_342.txt,15.7776,18.9465,13.4208,15.9775,13.7523,16.395,15.1118,15.1642,15.4058,18.2971,
0_Problem_0_369.txt,15.8168,16.824,16.1269,17.5998,16.5254,16.6701,15.2132,17.3667,17.6408,14.5001,
1_Problem_0_369.txt,69.3079,67.2493,63.1031,82.2053,74.8318,98.1251,94.642,114.434,76.8984,67.5772,
2_Problem_0_369.txt,18.3019,15.4736,17.6252,19.2446,18.8509,17.1157,26.9087,20.6852,18.1631,17.1795,
3_Problem_0_369.txt,25.6075,19.0276,17.6563,20.9505,18.7485,19.6731,22.1095,17.3534,18.8309,18.8339,
0_Problem_0_737.txt,14.1559,14.3756,12.5477,13.5166,12.6309,13.2336,15.4404,12.2826,14.1701,13.009,
1_Problem_0_737.txt,60.5811,55.5623,66.3341,57.6874,57.1349,55.8692,51.4712,52.1084,61.9561,99.8059,
2_Problem_0_737.txt,14.5837,14.1577,15.1284,14.9739,16.2675,16.3657,26.5065,16.2219,20.7056,15.3031,
3_Problem_0_737.txt,16.5345,16.3878,18.2752,14.6337,16.2943,14.9791,17.5998,15.655,13.8425,15.6817,
0_Problem_0_896.txt,13.4273,12.3015,14.364,15.1193,13.2095,11.9844,10.9724,12.0145,12.7041,12.6679,
1_Problem_0_896.txt,57.5349,105.294,50.7284,57.2838,55.9603,85.1682,50.7502,54.9444,45.8197,46.939,
2_Problem_0_896.txt,16.1339,13.6865,15.1101,13.3872,15.4125,15.5761,25.6644,15.6875,15.6054,16.8974,
3_Problem_0_896.txt,18.9296,15.5834,15.5656,13.8679,13.1606,14.6197,15.5662,15.5057,15.9903,15.6669,
